6389ef87-e86e-48d6-9420-af4f5b99ad33,88c509c3-3508-4932-b6c9-cddbf722951f,9fd283af-d050-4515-aa89-f02cb549ec58,4,"Chất lượng tốt, đúng mô tả","Sản phẩm hoàn thiện tốt, mặc/đi êm và bền. Kích cỡ chuẩn, màu sắc gần với ảnh. Giao hàng nhanh, đóng gói cẩn thận.",t,t,6,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244
bc2b534d-f45d-42ab-8ff2-4047ebd249db,4fd85616-6188-4550-8f57-191df3b76390,4a2e44cd-71a5-45b4-be45-14b7bb14a8a5,4,"Chất lượng tốt, đúng mô tả","Sản phẩm hoàn thiện tốt, mặc/đi êm và bền. Kích cỡ chuẩn, màu sắc gần với ảnh. Giao hàng nhanh, đóng gói cẩn thận.",t,t,6,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244
d03d37ed-0508-41c8-b028-b0d279c506a5,8fa7353b-c134-4efd-8489-371cacf8ed53,3bb1ae7c-0a50-47b9-95d1-acc90b1dcae2,4,"Chất lượng tốt, đúng mô tả","Sản phẩm hoàn thiện tốt, mặc/đi êm và bền. Kích cỡ chuẩn, màu sắc gần với ảnh. Giao hàng nhanh, đóng gói cẩn thận.",t,t,6,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244
5420387e-c468-4288-8d9a-c474e18f8c92,778e92db-9253-4645-a89e-5996c8e6b92b,2a11c8a9-9e4b-45b2-bac8-398ddcbbf884,4,"Chất lượng tốt, đúng mô tả","Sản phẩm hoàn thiện tốt, mặc/đi êm và bền. Kích cỡ chuẩn, màu sắc gần với ảnh. Giao hàng nhanh, đóng gói cẩn thận.",t,t,1,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244
ce6c5c44-7cfc-43c2-8767-01ca7952d2ed,492ba088-1919-4552-a286-777a4aa9254b,821b7204-f20d-40a2-9bac-b1fb8f825b03,4,"Chất lượng tốt, đúng mô tả","Sản phẩm hoàn thiện tốt, mặc/đi êm và bền. Kích cỡ chuẩn, màu sắc gần với ảnh. Giao hàng nhanh, đóng gói cẩn thận.",t,t,2,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244
23bf6ac7-541a-4d85-97bb-90312b57f93d,824a630a-f2ba-4736-ac09-d159235a4c26,7936b03c-ddde-4fb8-a530-a5941bc45c55,4,"Chất lượng tốt, đúng mô tả","Sản phẩm hoàn thiện tốt, mặc/đi êm và bền. Kích cỡ chuẩn, màu sắc gần với ảnh. Giao hàng nhanh, đóng gói cẩn thận.",t,t,7,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244
494fe305-0308-4910-970f-a9c2fb502e71,076a11c2-1543-469a-9795-5d0431db86f5,082ad614-1b98-4180-a142-71c714672e8c,4,"Chất lượng tốt, đúng mô tả","Sản phẩm hoàn thiện tốt, mặc/đi êm và bền. Kích cỡ chuẩn, màu sắc gần với ảnh. Giao hàng nhanh, đóng gói cẩn thận.",t,t,6,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244
8f664e2b-f381-4fb8-80f6-843a06d22180,3fe6c0a7-f794-4585-9d0e-28ebcb6df89a,7dab8884-df54-4145-8e54-ce19c9a51b3f,4,"Chất lượng tốt, đúng mô tả","Sản phẩm hoàn thiện tốt, mặc/đi êm và bền. Kích cỡ chuẩn, màu sắc gần với ảnh. Giao hàng nhanh, đóng gói cẩn thận.",t,t,8,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244
4aafd2be-4368-4452-8ce2-2f9ae5e3a658,f0ca5fc8-7f3d-42c4-b010-090feef0f86e,ac70d34b-bfa7-4dae-b246-e7817fe83e37,4,"Chất lượng tốt, đúng mô tả","Sản phẩm hoàn thiện tốt, mặc/đi êm và bền. Kích cỡ chuẩn, màu sắc gần với ảnh. Giao hàng nhanh, đóng gói cẩn thận.",t,t,7,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244
0980c361-3431-4565-8ef6-29a941cad498,30c59324-e03e-4fd6-a873-0f2fa4bf3895,6216bbd9-d253-437a-8510-6843ac95e656,4,"Chất lượng tốt, đúng mô tả","Sản phẩm hoàn thiện tốt, mặc/đi êm và bền. Kích cỡ chuẩn, màu sắc gần với ảnh. Giao hàng nhanh, đóng gói cẩn thận.",t,t,0,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244
6d9933a2-35f5-4850-a030-80b9488dca4d,32f5af36-067b-4ee7-a406-a4c91eea78d6,3716ee41-6f7f-4fe4-a005-b7ccd4518ab9,4,"Chất lượng tốt, đúng mô tả","Sản phẩm hoàn thiện tốt, mặc/đi êm và bền. Kích cỡ chuẩn, màu sắc gần với ảnh. Giao hàng nhanh, đóng gói cẩn thận.",t,t,1,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244
