683a7237-ea43-4e45-a2a1-c3c75e7c7d87,44444444-4444-4444-4444-444444444444,Áo len cổ lọ mềm 01,"Áo len cổ lọ sợi cotton blend co giãn, giữ ấm vùng cổ và ngực, bề mặt mịn ít xù. Dễ phối blazer/áo khoác. Chất liệu đạt chuẩn, kiểm tra co giãn và bền màu qua nhiều lần giặt.",Áo len cổ lọ mềm,TOP-SWEA-001,Áo len,"{'"currency'": '"VND'", '"retailPrice'": 324000, '"listingPrice'": 264000}","{'"quantity'": 31}","{'"sizes'": ['"S'", '"M'", '"L'", '"XL'"], '"colors'": ['"đen'", '"xám'", '"trắng'", '"be'", '"xanh navy'"], '"materials'": ['"cotton'", '"polyester'", '"wool'"], '"specifications'": {'"fit'": '"regular'", '"season'": '"đông'", '"material'": '"cotton/poly'"}}",PHYSICAL,PUBLISHED,APPROVED,"{áo,'"giữ ấm'",thoáng}",t,f,f,0.45,"{'"unit'": '"cm'", '"width'": 52, '"height'": 3, '"length'": 67}","{'"keywords'": ['"áo'", '"khoác'", '"len'", '"hoodie'"], '"metaTitle'": '"Áo chất lượng 01'", '"metaDescription'": '"Thoáng khí, giữ ấm, dễ phối'"}",2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa,
53aaf7fe-a525-45ba-a291-00197093ea30,44444444-4444-4444-4444-444444444444,Áo sơ mi cotton mịn 02,"Áo sơ mi cotton dệt twill nhẹ, hút ẩm nhanh, cổ button-down giữ form. Phù hợp công sở và đi chơi. Chất liệu đạt chuẩn, kiểm tra co giãn và bền màu qua nhiều lần giặt.",Áo sơ mi cotton thoáng,TOP-SHIRT-002,Áo sơ mi,"{'"currency'": '"VND'", '"retailPrice'": 328000, '"listingPrice'": 268000}","{'"quantity'": 32}","{'"sizes'": ['"S'", '"M'", '"L'", '"XL'"], '"colors'": ['"đen'", '"xám'", '"trắng'", '"be'", '"xanh navy'"], '"materials'": ['"cotton'", '"polyester'", '"wool'"], '"specifications'": {'"fit'": '"regular'", '"season'": '"xuân/thu'", '"material'": '"cotton/poly'"}}",PHYSICAL,PUBLISHED,APPROVED,"{áo,'"giữ ấm'",thoáng}",t,f,f,0.50,"{'"unit'": '"cm'", '"width'": 50, '"height'": 3, '"length'": 69}","{'"keywords'": ['"áo'", '"khoác'", '"len'", '"hoodie'"], '"metaTitle'": '"Áo chất lượng 02'", '"metaDescription'": '"Thoáng khí, giữ ấm, dễ phối'"}",2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa,
94d3b6dc-beaf-4fed-b320-020d1551b561,44444444-4444-4444-4444-444444444444,Áo hoodie nỉ chải ấm 03,"Áo hoodie nỉ chải bề mặt trong, ấm và mềm, mũ dây rút, bo tay/bo gấu giữ nhiệt. Phù hợp dạo phố, du lịch. Chất liệu đạt chuẩn, kiểm tra co giãn và bền màu qua nhiều lần giặt.","Áo hoodie ấm, thoải mái",TOP-HOOD-003,Áo hoodie,"{'"currency'": '"VND'", '"retailPrice'": 332000, '"listingPrice'": 272000}","{'"quantity'": 33}","{'"sizes'": ['"S'", '"M'", '"L'", '"XL'"], '"colors'": ['"đen'", '"xám'", '"trắng'", '"be'", '"xanh navy'"], '"materials'": ['"cotton'", '"polyester'", '"wool'"], '"specifications'": {'"fit'": '"regular'", '"season'": '"đông'", '"material'": '"cotton/poly'"}}",PHYSICAL,PUBLISHED,APPROVED,"{áo,'"giữ ấm'",thoáng}",t,f,f,0.55,"{'"unit'": '"cm'", '"width'": 52, '"height'": 3, '"length'": 65}","{'"keywords'": ['"áo'", '"khoác'", '"len'", '"hoodie'"], '"metaTitle'": '"Áo chất lượng 03'", '"metaDescription'": '"Thoáng khí, giữ ấm, dễ phối'"}",2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa,
b0f1be1e-e665-45de-a347-6107d3b89c8a,44444444-4444-4444-4444-444444444444,Áo khoác dạ/duffle ấm 04,"Áo khoác dạ lót mềm, giữ nhiệt tốt, đường may tinh gọn, mũ chùm tháo rời. Phù hợp di chuyển sáng sớm/đêm lạnh, form đứng tôn dáng. Chất liệu đạt chuẩn, kiểm tra co giãn và bền màu qua nhiều lần giặt.","Áo khoác ấm, form đứng",TOP-COAT-004,Áo khoác,"{'"currency'": '"VND'", '"retailPrice'": 336000, '"listingPrice'": 276000}","{'"quantity'": 34}","{'"sizes'": ['"S'", '"M'", '"L'", '"XL'"], '"colors'": ['"đen'", '"xám'", '"trắng'", '"be'", '"xanh navy'"], '"materials'": ['"cotton'", '"polyester'", '"wool'"], '"specifications'": {'"fit'": '"regular'", '"season'": '"đông'", '"material'": '"cotton/poly'"}}",PHYSICAL,PUBLISHED,APPROVED,"{áo,'"giữ ấm'",thoáng}",t,f,f,0.60,"{'"unit'": '"cm'", '"width'": 50, '"height'": 3, '"length'": 67}","{'"keywords'": ['"áo'", '"khoác'", '"len'", '"hoodie'"], '"metaTitle'": '"Áo chất lượng 04'", '"metaDescription'": '"Thoáng khí, giữ ấm, dễ phối'"}",2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa,
ed912807-c8dd-4fc6-8bd6-3ce08e8e036e,44444444-4444-4444-4444-444444444444,Áo len cổ lọ mềm 05,"Áo len cổ lọ sợi cotton blend co giãn, giữ ấm vùng cổ và ngực, bề mặt mịn ít xù. Dễ phối blazer/áo khoác. Chất liệu đạt chuẩn, kiểm tra co giãn và bền màu qua nhiều lần giặt.",Áo len cổ lọ mềm,TOP-SWEA-005,Áo len,"{'"currency'": '"VND'", '"retailPrice'": 340000, '"listingPrice'": 280000}","{'"quantity'": 35}","{'"sizes'": ['"S'", '"M'", '"L'", '"XL'"], '"colors'": ['"đen'", '"xám'", '"trắng'", '"be'", '"xanh navy'"], '"materials'": ['"cotton'", '"polyester'", '"wool'"], '"specifications'": {'"fit'": '"regular'", '"season'": '"đông'", '"material'": '"cotton/poly'"}}",PHYSICAL,PUBLISHED,APPROVED,"{áo,'"giữ ấm'",thoáng}",t,t,f,0.65,"{'"unit'": '"cm'", '"width'": 52, '"height'": 3, '"length'": 69}","{'"keywords'": ['"áo'", '"khoác'", '"len'", '"hoodie'"], '"metaTitle'": '"Áo chất lượng 05'", '"metaDescription'": '"Thoáng khí, giữ ấm, dễ phối'"}",2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa,
9b3e3de8-3e0d-4c2e-85bc-580a885a5337,44444444-4444-4444-4444-444444444444,Áo sơ mi cotton mịn 06,"Áo sơ mi cotton dệt twill nhẹ, hút ẩm nhanh, cổ button-down giữ form. Phù hợp công sở và đi chơi. Chất liệu đạt chuẩn, kiểm tra co giãn và bền màu qua nhiều lần giặt.",Áo sơ mi cotton thoáng,TOP-SHIRT-006,Áo sơ mi,"{'"currency'": '"VND'", '"retailPrice'": 344000, '"listingPrice'": 284000}","{'"quantity'": 36}","{'"sizes'": ['"S'", '"M'", '"L'", '"XL'"], '"colors'": ['"đen'", '"xám'", '"trắng'", '"be'", '"xanh navy'"], '"materials'": ['"cotton'", '"polyester'", '"wool'"], '"specifications'": {'"fit'": '"regular'", '"season'": '"xuân/thu'", '"material'": '"cotton/poly'"}}",PHYSICAL,PUBLISHED,APPROVED,"{áo,'"giữ ấm'",thoáng}",t,f,f,0.40,"{'"unit'": '"cm'", '"width'": 50, '"height'": 3, '"length'": 65}","{'"keywords'": ['"áo'", '"khoác'", '"len'", '"hoodie'"], '"metaTitle'": '"Áo chất lượng 06'", '"metaDescription'": '"Thoáng khí, giữ ấm, dễ phối'"}",2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa,
66ae197d-f72d-4fcc-a4b6-ff1e657a9ec9,44444444-4444-4444-4444-444444444444,Áo hoodie nỉ chải ấm 07,"Áo hoodie nỉ chải bề mặt trong, ấm và mềm, mũ dây rút, bo tay/bo gấu giữ nhiệt. Phù hợp dạo phố, du lịch. Chất liệu đạt chuẩn, kiểm tra co giãn và bền màu qua nhiều lần giặt.","Áo hoodie ấm, thoải mái",TOP-HOOD-007,Áo hoodie,"{'"currency'": '"VND'", '"retailPrice'": 348000, '"listingPrice'": 288000}","{'"quantity'": 37}","{'"sizes'": ['"S'", '"M'", '"L'", '"XL'"], '"colors'": ['"đen'", '"xám'", '"trắng'", '"be'", '"xanh navy'"], '"materials'": ['"cotton'", '"polyester'", '"wool'"], '"specifications'": {'"fit'": '"regular'", '"season'": '"đông'", '"material'": '"cotton/poly'"}}",PHYSICAL,PUBLISHED,APPROVED,"{áo,'"giữ ấm'",thoáng}",t,f,f,0.45,"{'"unit'": '"cm'", '"width'": 52, '"height'": 3, '"length'": 67}","{'"keywords'": ['"áo'", '"khoác'", '"len'", '"hoodie'"], '"metaTitle'": '"Áo chất lượng 07'", '"metaDescription'": '"Thoáng khí, giữ ấm, dễ phối'"}",2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa,
a6a3b89e-f63c-47f1-a802-3245dde10acd,44444444-4444-4444-4444-444444444444,Áo khoác dạ/duffle ấm 08,"Áo khoác dạ lót mềm, giữ nhiệt tốt, đường may tinh gọn, mũ chùm tháo rời. Phù hợp di chuyển sáng sớm/đêm lạnh, form đứng tôn dáng. Chất liệu đạt chuẩn, kiểm tra co giãn và bền màu qua nhiều lần giặt.","Áo khoác ấm, form đứng",TOP-COAT-008,Áo khoác,"{'"currency'": '"VND'", '"retailPrice'": 352000, '"listingPrice'": 292000}","{'"quantity'": 38}","{'"sizes'": ['"S'", '"M'", '"L'", '"XL'"], '"colors'": ['"đen'", '"xám'", '"trắng'", '"be'", '"xanh navy'"], '"materials'": ['"cotton'", '"polyester'", '"wool'"], '"specifications'": {'"fit'": '"regular'", '"season'": '"đông'", '"material'": '"cotton/poly'"}}",PHYSICAL,PUBLISHED,APPROVED,"{áo,'"giữ ấm'",thoáng}",t,f,f,0.50,"{'"unit'": '"cm'", '"width'": 50, '"height'": 3, '"length'": 69}","{'"keywords'": ['"áo'", '"khoác'", '"len'", '"hoodie'"], '"metaTitle'": '"Áo chất lượng 08'", '"metaDescription'": '"Thoáng khí, giữ ấm, dễ phối'"}",2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa,
baea05ae-2ad6-4e69-9af5-b9da06eca3f9,44444444-4444-4444-4444-444444444444,Áo len cổ lọ mềm 09,"Áo len cổ lọ sợi cotton blend co giãn, giữ ấm vùng cổ và ngực, bề mặt mịn ít xù. Dễ phối blazer/áo khoác. Chất liệu đạt chuẩn, kiểm tra co giãn và bền màu qua nhiều lần giặt.",Áo len cổ lọ mềm,TOP-SWEA-009,Áo len,"{'"currency'": '"VND'", '"retailPrice'": 356000, '"listingPrice'": 296000}","{'"quantity'": 39}","{'"sizes'": ['"S'", '"M'", '"L'", '"XL'"], '"colors'": ['"đen'", '"xám'", '"trắng'", '"be'", '"xanh navy'"], '"materials'": ['"cotton'", '"polyester'", '"wool'"], '"specifications'": {'"fit'": '"regular'", '"season'": '"đông'", '"material'": '"cotton/poly'"}}",PHYSICAL,PUBLISHED,APPROVED,"{áo,'"giữ ấm'",thoáng}",t,f,f,0.55,"{'"unit'": '"cm'", '"width'": 52, '"height'": 3, '"length'": 65}","{'"keywords'": ['"áo'", '"khoác'", '"len'", '"hoodie'"], '"metaTitle'": '"Áo chất lượng 09'", '"metaDescription'": '"Thoáng khí, giữ ấm, dễ phối'"}",2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa,
4911c3e8-8e23-4f7c-a982-aa1b30290a24,44444444-4444-4444-4444-444444444444,Áo sơ mi cotton mịn 10,"Áo sơ mi cotton dệt twill nhẹ, hút ẩm nhanh, cổ button-down giữ form. Phù hợp công sở và đi chơi. Chất liệu đạt chuẩn, kiểm tra co giãn và bền màu qua nhiều lần giặt.",Áo sơ mi cotton thoáng,TOP-SHIRT-010,Áo sơ mi,"{'"currency'": '"VND'", '"retailPrice'": 360000, '"listingPrice'": 300000}","{'"quantity'": 40}","{'"sizes'": ['"S'", '"M'", '"L'", '"XL'"], '"colors'": ['"đen'", '"xám'", '"trắng'", '"be'", '"xanh navy'"], '"materials'": ['"cotton'", '"polyester'", '"wool'"], '"specifications'": {'"fit'": '"regular'", '"season'": '"xuân/thu'", '"material'": '"cotton/poly'"}}",PHYSICAL,PUBLISHED,APPROVED,"{áo,'"giữ ấm'",thoáng}",t,t,f,0.60,"{'"unit'": '"cm'", '"width'": 50, '"height'": 3, '"length'": 67}","{'"keywords'": ['"áo'", '"khoác'", '"len'", '"hoodie'"], '"metaTitle'": '"Áo chất lượng 10'", '"metaDescription'": '"Thoáng khí, giữ ấm, dễ phối'"}",2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,2025-10-13 15:41:12.282244,aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa,
